measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,rei_id,rei_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,12,Lao People's Democratic Republic,3,Both,22,All ages,294,All causes,108,High body-mass index,3,Rate,2016,23.6614858174,37.8837838829,12.58587766688
1,Deaths,12,Lao People's Democratic Republic,3,Both,22,All ages,294,All causes,108,High body-mass index,1,Number,2017,1689.361385991796,2730.2838275075846,910.2202960935572
1,Deaths,12,Lao People's Democratic Republic,3,Both,22,All ages,294,All causes,108,High body-mass index,2,Percent,2017,0.0375537473586597,0.0580569166006575,0.0197085919658481
1,Deaths,12,Lao People's Democratic Republic,3,Both,22,All ages,294,All causes,108,High body-mass index,3,Rate,2017,24.18828005263,39.09220986731,13.032536208089999
1,Deaths,12,Lao People's Democratic Republic,3,Both,22,All ages,294,All causes,108,High body-mass index,1,Number,2018,1750.4567428956304,2809.8966432934385,934.9464332016
1,Deaths,12,Lao People's Democratic Republic,3,Both,22,All ages,294,All causes,108,High body-mass index,2,Percent,2018,0.0386670024233666,0.0594483214729069,0.020350809718633
1,Deaths,12,Lao People's Democratic Republic,3,Both,22,All ages,294,All causes,108,High body-mass index,3,Rate,2018,24.716710183280004,39.67615952759,13.201583026900002
1,Deaths,12,Lao People's Democratic Republic,3,Both,22,All ages,294,All causes,108,High body-mass index,1,Number,2019,1816.9160090154933,2881.3865935910617,961.8584214662562
1,Deaths,12,Lao People's Democratic Republic,3,Both,22,All ages,294,All causes,108,High body-mass index,2,Percent,2019,0.0399142579068135,0.0614337847465177,0.0208805331094352
1,Deaths,12,Lao People's Democratic Republic,3,Both,22,All ages,294,All causes,108,High body-mass index,3,Rate,2019,25.301991503980002,40.12558574473,13.39463876547
1,Deaths,12,Lao People's Democratic Republic,3,Both,22,All ages,294,All causes,108,High body-mass index,1,Number,2020,1886.9381926776248,3052.824077484312,991.1325010437658
1,Deaths,12,Lao People's Democratic Republic,3,Both,22,All ages,294,All causes,108,High body-mass index,2,Percent,2020,0.0411500102103219,0.0646031906655425,0.021383598849352
1,Deaths,12,Lao People's Democratic Republic,3,Both,22,All ages,294,All causes,108,High body-mass index,3,Rate,2020,25.91836971987,41.93259929605,13.61387389535
1,Deaths,12,Lao People's Democratic Republic,3,Both,22,All ages,294,All causes,108,High body-mass index,1,Number,2021,1950.0848518402863,3215.669679296725,1034.54042794287
1,Deaths,12,Lao People's Democratic Republic,3,Both,22,All ages,294,All causes,108,High body-mass index,2,Percent,2021,0.0382068367073173,0.0597545299215886,0.0203299906539553
1,Deaths,12,Lao People's Democratic Republic,3,Both,22,All ages,294,All causes,108,High body-mass index,3,Rate,2021,26.43268190343,43.58721809421,14.02281445458
1,Deaths,10,Cambodia,3,Both,22,All ages,294,All causes,108,High body-mass index,1,Number,2016,2590.791461120482,4005.599536132074,1504.72765588308
1,Deaths,10,Cambodia,3,Both,22,All ages,294,All causes,108,High body-mass index,2,Percent,2016,0.0242331950075067,0.0363432253120892,0.0141349290028152
1,Deaths,10,Cambodia,3,Both,22,All ages,294,All causes,108,High body-mass index,3,Rate,2016,16.32266622328,25.23632844774,9.4801791856
1,Deaths,10,Cambodia,3,Both,22,All ages,294,All causes,108,High body-mass index,1,Number,2017,2726.0931868388907,4223.178117364727,1583.2842423356217
1,Deaths,10,Cambodia,3,Both,22,All ages,294,All causes,108,High body-mass index,2,Percent,2017,0.0251040815239418,0.0374669626777806,0.0146465008688983
1,Deaths,10,Cambodia,3,Both,22,All ages,294,All causes,108,High body-mass index,3,Rate,2017,16.93272359291,26.23164464451,9.83433529489
1,Deaths,10,Cambodia,3,Both,22,All ages,294,All causes,108,High body-mass index,1,Number,2018,2867.7169708624274,4444.822565682724,1626.6399663329428
1,Deaths,10,Cambodia,3,Both,22,All ages,294,All causes,108,High body-mass index,2,Percent,2018,0.025993845597652,0.0389671281375806,0.0152028168357791
1,Deaths,10,Cambodia,3,Both,22,All ages,294,All causes,108,High body-mass index,3,Rate,2018,17.55003656824,27.20170761609,9.95481464265
1,Deaths,10,Cambodia,3,Both,22,All ages,294,All causes,108,High body-mass index,1,Number,2019,3009.8007782877885,4670.4568650259125,1691.7178440381097
1,Deaths,10,Cambodia,3,Both,22,All ages,294,All causes,108,High body-mass index,2,Percent,2019,0.0268635269845488,0.0403980950605643,0.0156395726273955
1,Deaths,10,Cambodia,3,Both,22,All ages,294,All causes,108,High body-mass index,3,Rate,2019,18.13729397368,28.144536928639997,10.19442352437
1,Deaths,10,Cambodia,3,Both,22,All ages,294,All causes,108,High body-mass index,1,Number,2020,3155.277789118992,4898.466534377412,1758.3759467380578
1,Deaths,10,Cambodia,3,Both,22,All ages,294,All causes,108,High body-mass index,2,Percent,2020,0.0276537467160816,0.0412667989911098,0.0162157485305514
1,Deaths,10,Cambodia,3,Both,22,All ages,294,All causes,108,High body-mass index,3,Rate,2020,18.74603580354,29.102613200190003,10.44680711388
1,Deaths,10,Cambodia,3,Both,22,All ages,294,All causes,108,High body-mass index,1,Number,2021,3292.582025370203,5106.198407331523,1854.312650675542
1,Deaths,10,Cambodia,3,Both,22,All ages,294,All causes,108,High body-mass index,2,Percent,2021,0.0254632705378522,0.0380292230196714,0.0151385649775771
1,Deaths,10,Cambodia,3,Both,22,All ages,294,All causes,108,High body-mass index,3,Rate,2021,19.31804197672,29.95878444766,10.87951320504
1,Deaths,8,Taiwan (Province of China),3,Both,22,All ages,294,All causes,108,High body-mass index,1,Number,2016,12586.992439034648,19407.14126238818,6200.249757754476
1,Deaths,8,Taiwan (Province of China),3,Both,22,All ages,294,All causes,108,High body-mass index,2,Percent,2016,0.0730035656206233,0.1125077057911473,0.0359766891176149
1,Deaths,8,Taiwan (Province of China),3,Both,22,All ages,294,All causes,108,High body-mass index,3,Rate,2016,53.422690012160004,82.36929486567,26.3155811375
1,Deaths,8,Taiwan (Province of China),3,Both,22,All ages,294,All causes,108,High body-mass index,1,Number,2017,12853.696000162074,19794.440636996427,6364.0318672547655
1,Deaths,8,Taiwan (Province of China),3,Both,22,All ages,294,All causes,108,High body-mass index,2,Percent,2017,0.0745874405593729,0.114666450019615,0.0369600124729968
1,Deaths,8,Taiwan (Province of China),3,Both,22,All ages,294,All causes,108,High body-mass index,3,Rate,2017,54.46521144974,83.87536120426,26.96643372603
1,Deaths,8,Taiwan (Province of China),3,Both,22,All ages,294,All causes,108,High body-mass index,1,Number,2018,13243.203680407523,20292.74294555661,6571.2171779821365
1,Deaths,8,Taiwan (Province of China),3,Both,22,All ages,294,All causes,108,High body-mass index,2,Percent,2018,0.0761147064943997,0.1165724043850632,0.0376251275083566
1,Deaths,8,Taiwan (Province of China),3,Both,22,All ages,294,All causes,108,High body-mass index,3,Rate,2018,56.05055634408,85.88703755486,27.812030047420002
1,Deaths,8,Taiwan (Province of China),3,Both,22,All ages,294,All causes,108,High body-mass index,1,Number,2019,13651.237057287892,21072.925872113374,6714.7842037518885
1,Deaths,8,Taiwan (Province of China),3,Both,22,All ages,294,All causes,108,High body-mass index,2,Percent,2019,0.0774936103974618,0.1197060497896934,0.0380664386878816
1,Deaths,8,Taiwan (Province of China),3,Both,22,All ages,294,All causes,108,High body-mass index,3,Rate,2019,57.74342136843,89.13645210267,28.40289213704
1,Deaths,8,Taiwan (Province of China),3,Both,22,All ages,294,All causes,108,High body-mass index,1,Number,2020,13633.774748998483,21062.816044391977,6461.57709118207
1,Deaths,8,Taiwan (Province of China),3,Both,22,All ages,294,All causes,108,High body-mass index,2,Percent,2020,0.0788010113959171,0.1220455907878934,0.0374713695797114
1,Deaths,8,Taiwan (Province of China),3,Both,22,All ages,294,All causes,108,High body-mass index,3,Rate,2020,57.66042415984,89.07957843513,27.32752173762
1,Deaths,8,Taiwan (Province of China),3,Both,22,All ages,294,All causes,108,High body-mass index,1,Number,2021,14504.770452716832,22836.580525963556,6898.159463926854
1,Deaths,8,Taiwan (Province of China),3,Both,22,All ages,294,All causes,108,High body-mass index,2,Percent,2021,0.0787834065287196,0.123731933923111,0.0377049271222092
1,Deaths,8,Taiwan (Province of China),3,Both,22,All ages,294,All causes,108,High body-mass index,3,Rate,2021,61.36549079953,96.6149706903,29.184118597199998
1,Deaths,6,China,3,Both,22,All ages,294,All causes,108,High body-mass index,1,Number,2016,439901.084006145,701702.8410827289,235783.3403040676
1,Deaths,6,China,3,Both,22,All ages,294,All causes,108,High body-mass index,2,Percent,2016,0.0423516314627942,0.0658239169066834,0.0219826268791748
1,Deaths,6,China,3,Both,22,All ages,294,All causes,108,High body-mass index,3,Rate,2016,31.69683277692,50.560815650509994,16.9892400381
1,Deaths,6,China,3,Both,22,All ages,294,All causes,108,High body-mass index,1,Number,2017,464806.6177803168,736113.4237314796,238272.0309203304
1,Deaths,6,China,3,Both,22,All ages,294,All causes,108,High body-mass index,2,Percent,2017,0.0438249029065832,0.0678276159746108,0.0225196714654577
1,Deaths,6,China,3,Both,22,All ages,294,All causes,108,High body-mass index,3,Rate,2017,33.24408772673,52.64860330994,17.041788984350003
1,Deaths,6,China,3,Both,22,All ages,294,All causes,108,High body-mass index,1,Number,2018,488488.3670216877,770328.6623159496,244861.4642924265
1,Deaths,6,China,3,Both,22,All ages,294,All causes,108,High body-mass index,2,Percent,2018,0.0451999050081797,0.071333018987879,0.0231965693659546
1,Deaths,6,China,3,Both,22,All ages,294,All causes,108,High body-mass index,3,Rate,2018,34.71420674187,54.74306093689,17.40097015286
1,Deaths,6,China,3,Both,22,All ages,294,All causes,108,High body-mass index,1,Number,2019,515027.9787890607,815745.0892337665,258314.14431618212
1,Deaths,6,China,3,Both,22,All ages,294,All causes,108,High body-mass index,2,Percent,2019,0.0464654362886954,0.0729454858106099,0.0234292728630693
1,Deaths,6,China,3,Both,22,All ages,294,All causes,108,High body-mass index,3,Rate,2019,36.41395677475,57.675519858979996,18.263551637630002
1,Deaths,6,China,3,Both,22,All ages,294,All causes,108,High body-mass index,1,Number,2020,543951.787336445,874157.9217693878,262357.37327386823
1,Deaths,6,China,3,Both,22,All ages,294,All causes,108,High body-mass index,2,Percent,2020,0.0475575346760728,0.0739661790343322,0.0238904627592593
1,Deaths,6,China,3,Both,22,All ages,294,All causes,108,High body-mass index,3,Rate,2020,38.32036770087,61.582761139300004,18.48257740289
1,Deaths,6,China,3,Both,22,All ages,294,All causes,108,High body-mass index,1,Number,2021,575624.4601761627,923747.7492852752,291290.8040600867
1,Deaths,6,China,3,Both,22,All ages,294,All causes,108,High body-mass index,2,Percent,2021,0.0492167113205732,0.0776489887627669,0.0244492576063325
1,Deaths,6,China,3,Both,22,All ages,294,All causes,108,High body-mass index,3,Rate,2021,40.458696018210006,64.92710433884,20.47384520588
1,Deaths,11,Indonesia,3,Both,22,All ages,294,All causes,108,High body-mass index,1,Number,2016,71292.64348716955,110193.51185400996,39588.63674538197
1,Deaths,11,Indonesia,3,Both,22,All ages,294,All causes,108,High body-mass index,2,Percent,2016,0.0422020066072589,0.0653205443041346,0.0232395653263893
1,Deaths,11,Indonesia,3,Both,22,All ages,294,All causes,108,High body-mass index,3,Rate,2016,27.1826271813,42.01484198107,15.094448748549999
1,Deaths,11,Indonesia,3,Both,22,All ages,294,All causes,108,High body-mass index,1,Number,2017,74377.81155952545,115437.357883002,41424.17334161124
1,Deaths,11,Indonesia,3,Both,22,All ages,294,All causes,108,High body-mass index,2,Percent,2017,0.0433653638595066,0.0667950995326791,0.0239104923283526
1,Deaths,11,Indonesia,3,Both,22,All ages,294,All causes,108,High body-mass index,3,Rate,2017,27.98684659246,43.43671262128,15.587067705039999
1,Deaths,11,Indonesia,3,Both,22,All ages,294,All causes,108,High body-mass index,1,Number,2018,77552.21805013788,115482.52744292644,41848.89374209648
1,Deaths,11,Indonesia,3,Both,22,All ages,294,All causes,108,High body-mass index,2,Percent,2018,0.0444232914155761,0.0672235764275648,0.024809386204463
1,Deaths,11,Indonesia,3,Both,22,All ages,294,All causes,108,High body-mass index,3,Rate,2018,28.806657217179996,42.89581479761,15.54470996777
1,Deaths,11,Indonesia,3,Both,22,All ages,294,All causes,108,High body-mass index,1,Number,2019,81064.73773157818,129954.87649146368,44191.241894358485
1,Deaths,11,Indonesia,3,Both,22,All ages,294,All causes,108,High body-mass index,2,Percent,2019,0.0456783999542849,0.0693468973472052,0.0253532197163363
1,Deaths,11,Indonesia,3,Both,22,All ages,294,All causes,108,High body-mass index,3,Rate,2019,29.73471520717,47.667720273789996,16.209439876690002
1,Deaths,11,Indonesia,3,Both,22,All ages,294,All causes,108,High body-mass index,1,Number,2020,84673.4037128196,130277.76445308886,46386.32828425849
1,Deaths,11,Indonesia,3,Both,22,All ages,294,All causes,108,High body-mass index,2,Percent,2020,0.043610770797108,0.066450698659055,0.0234214014890258
1,Deaths,11,Indonesia,3,Both,22,All ages,294,All causes,108,High body-mass index,3,Rate,2020,30.68933435648,47.218343626250004,16.81242841156
1,Deaths,11,Indonesia,3,Both,22,All ages,294,All causes,108,High body-mass index,1,Number,2021,87652.43371444748,132450.00275069117,48929.66192753655
1,Deaths,11,Indonesia,3,Both,22,All ages,294,All causes,108,High body-mass index,2,Percent,2021,0.0400359359602434,0.0616376324547567,0.0213775931464376
1,Deaths,11,Indonesia,3,Both,22,All ages,294,All causes,108,High body-mass index,3,Rate,2021,31.42630934917,47.48772604879,17.54290927157
1,Deaths,14,Maldives,3,Both,22,All ages,294,All causes,108,High body-mass index,1,Number,2016,60.48768968722148,92.1836926856754,33.29431069289001
1,Deaths,14,Maldives,3,Both,22,All ages,294,All causes,108,High body-mass index,2,Percent,2016,0.0502537860778765,0.0749510375572558,0.0274422202368647
1,Deaths,14,Maldives,3,Both,22,All ages,294,All causes,108,High body-mass index,3,Rate,2016,13.70259065722,20.8828509185,7.54233320859
1,Deaths,14,Maldives,3,Both,22,All ages,294,All causes,108,High body-mass index,1,Number,2017,64.05394705261497,99.08624218592756,34.365706214756344
1,Deaths,14,Maldives,3,Both,22,All ages,294,All causes,108,High body-mass index,2,Percent,2017,0.0519096944265439,0.0778467800631191,0.0281968090792504
1,Deaths,14,Maldives,3,Both,22,All ages,294,All causes,108,High body-mass index,3,Rate,2017,14.015397753259998,21.68067948991,7.51942797961
1,Deaths,14,Maldives,3,Both,22,All ages,294,All causes,108,High body-mass index,1,Number,2018,67.74844027864421,105.8004617532141,35.87432826676287
1,Deaths,14,Maldives,3,Both,22,All ages,294,All causes,108,High body-mass index,2,Percent,2018,0.0537390058881968,0.0808186923761686,0.0291365256711649
1,Deaths,14,Maldives,3,Both,22,All ages,294,All causes,108,High body-mass index,3,Rate,2018,14.338707348749999,22.39227725691,7.59266917784
1,Deaths,14,Maldives,3,Both,22,All ages,294,All causes,108,High body-mass index,1,Number,2019,71.31711282591485,112.32617978963545,37.64699944355384
1,Deaths,14,Maldives,3,Both,22,All ages,294,All causes,108,High body-mass index,2,Percent,2019,0.0554035569285729,0.0832160366123051,0.0300202426401081
1,Deaths,14,Maldives,3,Both,22,All ages,294,All causes,108,High body-mass index,3,Rate,2019,14.62193462764,23.0299011384,7.71865184916
1,Deaths,14,Maldives,3,Both,22,All ages,294,All causes,108,High body-mass index,1,Number,2020,71.9161864802153,113.5600552512323,38.593187630069465
1,Deaths,14,Maldives,3,Both,22,All ages,294,All causes,108,High body-mass index,2,Percent,2020,0.053972740729287,0.0815278382495337,0.0298292379734359
1,Deaths,14,Maldives,3,Both,22,All ages,294,All causes,108,High body-mass index,3,Rate,2020,14.305801751999999,22.58973559196,7.67708242379
1,Deaths,14,Maldives,3,Both,22,All ages,294,All causes,108,High body-mass index,1,Number,2021,79.68662563642457,127.9745558857018,42.01265219848384
1,Deaths,14,Maldives,3,Both,22,All ages,294,All causes,108,High body-mass index,2,Percent,2021,0.0501648493255933,0.0778137496526084,0.0267154575074833
1,Deaths,14,Maldives,3,Both,22,All ages,294,All causes,108,High body-mass index,3,Rate,2021,15.40708388031,24.743358139829997,8.12297485666
1,Deaths,16,Philippines,3,Both,22,All ages,294,All causes,108,High body-mass index,1,Number,2016,37707.67071249421,56202.49653083988,21212.34567315063
1,Deaths,16,Philippines,3,Both,22,All ages,294,All causes,108,High body-mass index,2,Percent,2016,0.0619622843388268,0.0921310418001659,0.0350988973727835
1,Deaths,16,Philippines,3,Both,22,All ages,294,All causes,108,High body-mass index,3,Rate,2016,35.61513505248,53.083615784550005,20.03519553592
1,Deaths,16,Philippines,3,Both,22,All ages,294,All causes,108,High body-mass index,1,Number,2017,38656.08149860185,57810.36580263135,21640.37997600588
1,Deaths,16,Philippines,3,Both,22,All ages,294,All causes,108,High body-mass index,2,Percent,2017,0.0629405239280516,0.0932873402920727,0.0356009726046093
1,Deaths,16,Philippines,3,Both,22,All ages,294,All causes,108,High body-mass index,3,Rate,2017,35.984274236169995,53.814664500080006,20.14465350451
1,Deaths,16,Philippines,3,Both,22,All ages,294,All causes,108,High body-mass index,1,Number,2018,40263.59163763332,60851.27577686261,22063.290752266417
1,Deaths,16,Philippines,3,Both,22,All ages,294,All causes,108,High body-mass index,2,Percent,2018,0.0645399519097458,0.0958987601259365,0.0361131365361525
1,Deaths,16,Philippines,3,Both,22,All ages,294,All causes,108,High body-mass index,3,Rate,2018,36.95620608823,55.85274926739,20.25093854923
1,Deaths,16,Philippines,3,Both,22,All ages,294,All causes,108,High body-mass index,1,Number,2019,42459.76304645956,64312.20288650797,23347.115000360045
1,Deaths,16,Philippines,3,Both,22,All ages,294,All causes,108,High body-mass index,2,Percent,2019,0.0659604910911739,0.0979710430528577,0.0366263539524798
1,Deaths,16,Philippines,3,Both,22,All ages,294,All causes,108,High body-mass index,3,Rate,2019,38.445339685,58.23170711426,21.13972623614
1,Deaths,16,Philippines,3,Both,22,All ages,294,All causes,108,High body-mass index,1,Number,2020,43145.38395628798,64259.87010963424,23678.51481332296
1,Deaths,16,Philippines,3,Both,22,All ages,294,All causes,108,High body-mass index,2,Percent,2020,0.0668967596970456,0.0985408712979631,0.0372789383843925
1,Deaths,16,Philippines,3,Both,22,All ages,294,All causes,108,High body-mass index,3,Rate,2020,38.55401786986,57.4215814844,21.15873819015
1,Deaths,16,Philippines,3,Both,22,All ages,294,All causes,108,High body-mass index,1,Number,2021,44981.797020392856,69453.42775737491,24142.64659205419
1,Deaths,16,Philippines,3,Both,22,All ages,294,All causes,108,High body-mass index,2,Percent,2021,0.0510191079340985,0.0760762409795969,0.0278991641193434
1,Deaths,16,Philippines,3,Both,22,All ages,294,All causes,108,High body-mass index,3,Rate,2021,39.71918888573,61.32778142691,21.31809762416
1,Deaths,18,Thailand,3,Both,22,All ages,294,All causes,108,High body-mass index,1,Number,2016,23881.71993494829,38270.67048749268,11171.424661550613
1,Deaths,18,Thailand,3,Both,22,All ages,294,All causes,108,High body-mass index,2,Percent,2016,0.0506998310868766,0.0802762319785231,0.0237361519310631
1,Deaths,18,Thailand,3,Both,22,All ages,294,All causes,108,High body-mass index,3,Rate,2016,35.87967307256,57.497498048690005,16.78384411604
1,Deaths,18,Thailand,3,Both,22,All ages,294,All causes,108,High body-mass index,1,Number,2017,24845.20307194141,40325.1638559008,11675.983634435075
1,Deaths,18,Thailand,3,Both,22,All ages,294,All causes,108,High body-mass index,2,Percent,2017,0.0518019683600361,0.0831104112934538,0.0244247620407961
1,Deaths,18,Thailand,3,Both,22,All ages,294,All causes,108,High body-mass index,3,Rate,2017,37.27710216135,60.50283623673,17.51834482957
1,Deaths,18,Thailand,3,Both,22,All ages,294,All causes,108,High body-mass index,1,Number,2018,26642.82051763788,42996.98396373252,12542.301379818357
1,Deaths,18,Thailand,3,Both,22,All ages,294,All causes,108,High body-mass index,2,Percent,2018,0.0531751990694162,0.0846839045587648,0.0250279468274486
1,Deaths,18,Thailand,3,Both,22,All ages,294,All causes,108,High body-mass index,3,Rate,2018,39.93360936487,64.44605819187,18.79903681768
1,Deaths,18,Thailand,3,Both,22,All ages,294,All causes,108,High body-mass index,1,Number,2019,28885.633305702315,46798.471587424094,13640.70132530259
1,Deaths,18,Thailand,3,Both,22,All ages,294,All causes,108,High body-mass index,2,Percent,2019,0.0546773264312703,0.0877493262525189,0.0253817717516558
1,Deaths,18,Thailand,3,Both,22,All ages,294,All causes,108,High body-mass index,3,Rate,2019,43.28202106562,70.12248655409999,20.43912680962
1,Deaths,18,Thailand,3,Both,22,All ages,294,All causes,108,High body-mass index,1,Number,2020,30493.29240327494,49974.56905861461,14169.891316013727
1,Deaths,18,Thailand,3,Both,22,All ages,294,All causes,108,High body-mass index,2,Percent,2020,0.0557531774330479,0.0885636135716674,0.025679902768578
1,Deaths,18,Thailand,3,Both,22,All ages,294,All causes,108,High body-mass index,3,Rate,2020,45.69787552419,74.89291762966,21.2352907317
1,Deaths,18,Thailand,3,Both,22,All ages,294,All causes,108,High body-mass index,1,Number,2021,32152.79714240541,53405.43972767647,14997.346095629302
1,Deaths,18,Thailand,3,Both,22,All ages,294,All causes,108,High body-mass index,2,Percent,2021,0.0513688467418228,0.0831881659597854,0.0238596737117075
1,Deaths,18,Thailand,3,Both,22,All ages,294,All causes,108,High body-mass index,3,Rate,2021,48.21720441096,80.08824217072001,22.49042592195
1,Deaths,13,Malaysia,3,Both,22,All ages,294,All causes,108,High body-mass index,1,Number,2016,9984.420732927856,15383.576533563357,4557.60140428907
1,Deaths,13,Malaysia,3,Both,22,All ages,294,All causes,108,High body-mass index,2,Percent,2016,0.0622519570333149,0.096186855787331,0.0283801460867735
1,Deaths,13,Malaysia,3,Both,22,All ages,294,All causes,108,High body-mass index,3,Rate,2016,32.97728124527,50.81001126409,15.05318208571
1,Deaths,13,Malaysia,3,Both,22,All ages,294,All causes,108,High body-mass index,1,Number,2017,10584.87147488103,16417.77799659441,4821.814161922674
1,Deaths,13,Malaysia,3,Both,22,All ages,294,All causes,108,High body-mass index,2,Percent,2017,0.0635351772232373,0.0984566473640816,0.0288301265945498
1,Deaths,13,Malaysia,3,Both,22,All ages,294,All causes,108,High body-mass index,3,Rate,2017,34.58128629042,53.63767358916,15.753099729959999
1,Deaths,13,Malaysia,3,Both,22,All ages,294,All causes,108,High body-mass index,1,Number,2018,11013.271894556949,17030.511078885404,5005.432229677443
1,Deaths,13,Malaysia,3,Both,22,All ages,294,All causes,108,High body-mass index,2,Percent,2018,0.0645718555823044,0.0998472641677841,0.0292242836265976
1,Deaths,13,Malaysia,3,Both,22,All ages,294,All causes,108,High body-mass index,3,Rate,2018,35.60660734177,55.06072369967,16.18288022708
1,Deaths,13,Malaysia,3,Both,22,All ages,294,All causes,108,High body-mass index,1,Number,2019,11442.35378080226,17779.63061635899,5168.200271560552
1,Deaths,13,Malaysia,3,Both,22,All ages,294,All causes,108,High body-mass index,2,Percent,2019,0.0653181956855171,0.101302345645463,0.029459139832021
1,Deaths,13,Malaysia,3,Both,22,All ages,294,All causes,108,High body-mass index,3,Rate,2019,36.62909450537,56.91589183424,16.5443666396
1,Deaths,13,Malaysia,3,Both,22,All ages,294,All causes,108,High body-mass index,1,Number,2020,11047.324717279387,17155.326214458142,4943.262747609268
1,Deaths,13,Malaysia,3,Both,22,All ages,294,All causes,108,High body-mass index,2,Percent,2020,0.0679406675324499,0.1056519411628001,0.0304151165921321
1,Deaths,13,Malaysia,3,Both,22,All ages,294,All causes,108,High body-mass index,3,Rate,2020,35.02630296774,54.39214188737,15.67295459108
1,Deaths,13,Malaysia,3,Both,22,All ages,294,All causes,108,High body-mass index,1,Number,2021,12532.194981351522,19258.866836236943,5630.011332019938
1,Deaths,13,Malaysia,3,Both,22,All ages,294,All causes,108,High body-mass index,2,Percent,2021,0.0558916036938529,0.0877473385467565,0.024783543274701
1,Deaths,13,Malaysia,3,Both,22,All ages,294,All causes,108,High body-mass index,3,Rate,2021,39.394272982699995,60.539199925720006,17.697634264330002
1,Deaths,15,Myanmar,3,Both,22,All ages,294,All causes,108,High body-mass index,1,Number,2016,16711.393657401575,25587.55897024552,9035.391816241548
1,Deaths,15,Myanmar,3,Both,22,All ages,294,All causes,108,High body-mass index,2,Percent,2016,0.03915736116783,0.0581700687500809,0.0216063597134145
1,Deaths,15,Myanmar,3,Both,22,All ages,294,All causes,108,High body-mass index,3,Rate,2016,31.232189243700002,47.820995688720004,16.88638738821
1,Deaths,15,Myanmar,3,Both,22,All ages,294,All causes,108,High body-mass index,1,Number,2017,17249.878494935474,26507.3872656015,9423.879093819956
